Geschäftsnummer,Ausstellungsdatum,Bestimmungsland,Güterart,Geschäftsart,EKN,Wert [CHF]
8002950,11.05.2015,Schweiz,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",423206
8002951,11.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A003.c1,111761.4
8002949,11.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",1330124.75
8002946,11.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2.b3
2B201.a1",664694.55
8002905,11.05.2015,Malaysia,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b.2
2B201.a.1",199597
8002958,12.05.2015,Mazedonien (ehemalige jugoslawische Republik),Dual Use Güter,Ausfuhr,2B001.a,3120
8002940,12.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",495525
8002939,12.05.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.a,74000
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,1345
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,1672
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,2537
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,2522
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,225.7
8002963,12.05.2015,"China, Taiwan",National kontrollierte Güter,Ausfuhr,5.1,7284
8002969,12.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,8235
8002964,12.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,340000
8002953,13.05.2015,Türkei,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.a
2B001.b",15000
8002953,13.05.2015,Türkei,Dual Use Güter,Ausfuhr,2B001.a,6000
8002971,13.05.2015,Kasachstan,Besondere militärische Güter,Ausfuhr,ML13.c,324085.7
8002979,13.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.c,9353.65
8002801,13.05.2015,Russische Föderation,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a1
2B001.a2",90884.5
8002995,13.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.g2,2153
8002998,15.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A228.c,148500
8003002,15.05.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a5a2,266000
8003004,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,1000
8003004,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,800
8003004,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,500
8003004,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,250
8003004,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,1000
8003003,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,200
8003003,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,700
8003003,15.05.2015,Frankreich,National kontrollierte Güter,Ausfuhr,5.1,1000
8003005,15.05.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A001.a7a,3900
8003012,18.05.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1245
8003020,18.05.2015,Mongolei,National kontrollierte Güter,Ausfuhr,5.1,2390
8003020,18.05.2015,Mongolei,National kontrollierte Güter,Ausfuhr,5.1,6330
8002948,18.05.2015,Russische Föderation,Dual Use Güter,Ausfuhr,3A001.a7a,4600
8003019,18.05.2015,Slowenien,Dual Use Güter,Ausfuhr,2B001.a,587500
8002989,19.05.2015,Südafrika,National kontrollierte Güter,Ausfuhr,5.1,2000
8002984,19.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,114
8002962,19.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5B001.a,81100
8002912,19.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.c1
2B201.b",1880000
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,7020
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,6995
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,7740
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,7240
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,7160
8003029,19.05.2015,Thailand,National kontrollierte Güter,Ausfuhr,5.1,6800
8003035,19.05.2015,Singapur,Nukleargüter,Ausfuhr,0C003,2000
8003035,19.05.2015,Singapur,Nukleargüter,Ausfuhr,0C003,5000
8003032,19.05.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",258351.18
8003018,19.05.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML05.d,18120
8003038,20.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A101,16800
8003050,20.05.2015,Rumänien,Dual Use Güter,Ausfuhr,3A225,5281.71
8003049,20.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,19005
8003022,20.05.2015,Indien,Dual Use Güter,Ausfuhr,2B350.g1,4640
8003058,21.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,337100
8003059,21.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,335500
8003044,21.05.2015,Israel,Chemikalien CWÜ,Ausfuhr,3B.16,5
8003060,21.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B001.a,277800
8003065,21.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,39.6
8003065,21.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,11.8
8003065,21.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,11.8
8002967,21.05.2015,Russische Föderation,Dual Use Güter,Ausfuhr,2B001.b,48140
8003071,22.05.2015,Deutschland,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",262311.63
8003066,22.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A103.a1,220890
8003075,22.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B201.b1
2B001.c",783600
8003076,22.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,500000
8003080,22.05.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML05.a,162282.06
8003051,22.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,22645
8003051,22.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,35540
8003056,22.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.d,5883
8003056,22.05.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,23793
8003082,22.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,46.8
8003082,22.05.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,24.05
8002451,22.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,1B117,4360000
8003088,22.05.2015,Indien,Dual Use Güter,Ausfuhr,5A002.a1a,156240
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,30
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,20
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,30
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,10
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,90
8003054,26.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,40
8003091,26.05.2015,Indien,Dual Use Güter,Ausfuhr,2D002,9127.2
8003092,26.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,15180.25
8003097,26.05.2015,Ungarn,Dual Use Güter,Ausfuhr,2B201.a,259700
8003098,26.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,8457.6
8003094,26.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,14011.65
8003055,27.05.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2b201.a",300997
8003108,27.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,1160000
8003117,27.05.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1430
8003117,27.05.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1395
8003117,27.05.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,1655
8003119,27.05.2015,Ekuador,Dual Use Güter,Ausfuhr,3A225,7525
8003125,27.05.2015,Italien,National kontrollierte Güter,Ausfuhr,5.1,100
8003122,27.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A001.a2c,61240
8003123,27.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,5A002.a2a,12000
8003126,27.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,21600
8003134,27.05.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.i4,1810
8002943,27.05.2015,Indien,Dual Use Güter,Ausfuhr,5A001.f1,28500
8002382,27.05.2015,Singapur,Dual Use Güter,Ausfuhr,5D001.a,45390
8003036,27.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,5A001.f1,16150
8003118,28.05.2015,"Kongo, Demokratische Republik (ex-Zaire)",Dual Use Güter,Ausfuhr,2B350.g1,2352
8003120,28.05.2015,"Kongo, Demokratische Republik (ex-Zaire)",Dual Use Güter,Ausfuhr,2B350.G1,2553
8003116,28.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,8076.9
8003138,28.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,370000
8003140,28.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,7205.45
8003141,28.05.2015,Brasilien,Dual Use Güter,Ausfuhr,5A002.a.1a,444444
8003146,28.05.2015,Singapur,Dual Use Güter,Ausfuhr,1C231,4200
8003158,29.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A002.g2,44676.98
8003154,29.05.2015,Ungarn,Besondere militärische Güter,Ausfuhr,ML04,5537500
8003160,29.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A002.g2,44676.98
8003162,29.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A002.g2,44676.98
8003161,29.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A002.g2,44676.98
8003163,29.05.2015,Indonesien,Dual Use Güter,Ausfuhr,3A002.g2,44676.98
8003164,29.05.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A002.g2,50848
8001838,29.05.2015,Indien,Dual Use Güter,Ausfuhr,2D002,8750.4
8003152,29.05.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,2790
8003152,29.05.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,2990
8003152,29.05.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,1280
8003152,29.05.2015,Belarus,National kontrollierte Güter,Ausfuhr,5.1,2790
8002486,29.05.2015,Israel,Dual Use Güter,Ausfuhr,7B003,87106
8001305,29.05.2015,"China, Volksrepublik",Nukleargüter,Ausfuhr,0B001.b14,340000
8003169,29.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,228500
8003171,29.05.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B201.b1,228500
8003145,29.05.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,9550
8003145,29.05.2015,Kolumbien,National kontrollierte Güter,Ausfuhr,5.1,3220
8003177,01.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,85
8003177,01.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,205
8003181,01.06.2015,Vereinigte Staaten von Amerika,Dual Use Güter,Ausfuhr,1C228,1839
8003185,01.06.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",372512
8003187,01.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A103.a1,367281
8003176,01.06.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2B350.i10,45570
8003186,01.06.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,107
8003186,01.06.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML06,594
8003190,01.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,792
8003192,01.06.2015,"China, Taiwan","Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML13
ML22",5000000
8003193,01.06.2015,Indonesien,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML13
ML22",5000000
8003195,01.06.2015,Slowenien,Besondere militärische Güter,Ausfuhr,ML05.b,93060
8003199,01.06.2015,Grossbritannien,Dual Use Güter,Ausfuhr,7A103.a1,20650
8003197,02.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,410000
8003087,02.06.2015,Mexiko,Dual Use Güter,Ausfuhr,2B352,5514
8003198,02.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b,541124
8003021,02.06.2015,Indien,Dual Use Güter,Ausfuhr,2B350.g1,3448
8003128,02.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.1,227
8003128,02.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.1,214
8003128,02.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.1,255
8003128,02.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.1,172
8003175,02.06.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML13,31500
8003175,02.06.2015,Deutschland,Besondere militärische Güter,Ausfuhr,ML13,33600
8003090,02.06.2015,Kuwait,National kontrollierte Güter,Ausfuhr,5.1,3500
8003213,02.06.2015,Grossbritannien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",266155.08
8003215,02.06.2015,Thailand,Dual Use Güter,Ausfuhr,2B001.B,265000
8003216,02.06.2015,Philippinen,Dual Use Güter,Ausfuhr,2B201.b1,723000
8003208,02.06.2015,Israel,Dual Use Güter,Ausfuhr,3A001.a10c,37389
8003182,02.06.2015,Grossbritannien,Besondere militärische Güter,Ausfuhr,ML13,0
8003182,02.06.2015,Grossbritannien,Besondere militärische Güter,Ausfuhr,ML13,0
8003182,02.06.2015,Grossbritannien,Besondere militärische Güter,Ausfuhr,ML13,0
8003204,02.06.2015,Italien,Besondere militärische Güter,Ausfuhr,ML13,25
8003204,02.06.2015,Italien,Besondere militärische Güter,Ausfuhr,ML13,50
8003204,02.06.2015,Italien,Besondere militärische Güter,Ausfuhr,ML13,25
8003202,02.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,40
8003202,02.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,40
8003202,02.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,20
8003144,03.06.2015,Brasilien,Nukleargüter,Ausfuhr,0A001.g,12000000
8003144,03.06.2015,Brasilien,Besondere militärische Güter,Ausfuhr,ML17.g,0
8003137,03.06.2015,"China, Volksrepublik",Besondere militärische Güter,Ausfuhr,ML05,15000
8003245,03.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,7A003.c1,674065.85
8003242,03.06.2015,Indonesien,Dual Use Güter,Ausfuhr,3A225,920
8003242,03.06.2015,Indonesien,Dual Use Güter,Ausfuhr,3A225,2655
8003246,03.06.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.i4,1810
8003247,03.06.2015,Polen,National kontrollierte Güter,Ausfuhr,5.1,601.75
8003249,04.06.2015,Dänemark,National kontrollierte Güter,Ausfuhr,5.1,925.85
8003237,04.06.2015,Südafrika,National kontrollierte Güter,Ausfuhr,5.1,10020
8003129,04.06.2015,Jordanien,Dual Use Güter,Ausfuhr,5A001.h,50000
8003260,04.06.2015,"China, Volksrepublik",National kontrollierte Güter,Ausfuhr,5.2,370
8003265,04.06.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",281524
8003041,04.06.2015,Russische Föderation,National kontrollierte Güter,Ausfuhr,5.1,5735
8003259,04.06.2015,Rumänien,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",187000
8002184,04.06.2015,Philippinen,Dual Use Güter,Ausfuhr,5A001.f1,964924
8001967,04.06.2015,Libanon,Dual Use Güter,Ausfuhr,5A001.f,2100530
8003273,05.06.2015,Jordanien,Dual Use Güter,Ausfuhr,5A001.h,600
8003267,05.06.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,5
8003267,05.06.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,10
8003267,05.06.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,5
8003267,05.06.2015,Portugal,Besondere militärische Güter,Ausfuhr,ML13,30
8003270,05.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,12.5
8003270,05.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,12.5
8003270,05.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,12.5
8003270,05.06.2015,Vereinigte Staaten von Amerika,Besondere militärische Güter,Ausfuhr,ML13,12.5
8003275,05.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2b201.a1,397736
8003277,05.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,50243
8003287,08.06.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a2c,18800
8003286,08.06.2015,Deutschland,Dual Use Güter,Ausfuhr,2B001.a,90000
8003244,08.06.2015,Malta,Dual Use Güter,Ausfuhr,2B201.c,727730
8003227,08.06.2015,Singapur,Besondere militärische Güter,Ausfuhr,ML14,397111
8003298,08.06.2015,Vereinigte Staaten von Amerika,Nukleargüter,Ausfuhr,0C003,660
8003048,08.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.1,350000
8003296,08.06.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,6A005.B.6.A,223205
8003303,08.06.2015,Frankreich,Nukleargüter,Ausfuhr,0C003,130
8003301,08.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.b1,549000
8003309,09.06.2015,Hongkong,Dual Use Güter,Ausfuhr,3A001.a2c,69900
8003310,09.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A001.a2c,195850
8003311,09.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,4A003,182500
8003306,09.06.2015,Slowenien,Dual Use Güter,Ausfuhr,2B001.a,83824
8003318,09.06.2015,Deutschland,Dual Use Güter,Ausfuhr,2B350.g2,4502
8003326,09.06.2015,Brasilien,Dual Use Güter,Ausfuhr,2B350.G2,3551
8003328,09.06.2015,Jordanien,Dual Use Güter,Ausfuhr,2B350.G2,25221
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15,8073
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.d,7043
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05,47000
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,26000
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,27862
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,35172
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,22675
8003205,09.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML13,30
8003332,09.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,10725
8003332,09.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,535
8003330,09.06.2015,Myanmar (Union),National kontrollierte Güter,Ausfuhr,5.1,8095
8001080,09.06.2015,Kuwait,Dual Use Güter,Ausfuhr,5A001.f,4811557
8003336,10.06.2015,Indien,National kontrollierte Güter,Ausfuhr,5.1,30493.75
8003331,10.06.2015,Chile,Besondere militärische Güter,Ausfuhr,ML05.b,30325
8003121,10.06.2015,Südafrika,Besondere militärische Güter,Ausfuhr,ML14,140000
8003341,10.06.2015,Aserbaidschan,National kontrollierte Güter,Ausfuhr,5.1,2793
8003344,10.06.2015,Schweiz,Dual Use Güter,Ausfuhr,6A003.b4b,25000
8003344,10.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.d,8500
8003333,11.06.2015,"China, Volksrepublik",Besondere militärische Güter,Ausfuhr,ML05.b,45000
8003349,11.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B352.b,80787.05
8003355,11.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,34000
8003355,11.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,25000
8003355,11.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,40000
8003355,11.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML15.b,50000
8003291,11.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8003292,11.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8003293,11.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8003294,11.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.A6B2,266700
8003288,12.06.2015,Mazedonien (ehemalige jugoslawische Republik),National kontrollierte Güter,Ausfuhr,5.1,1500
8003360,12.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.5b,31717
8003368,12.06.2015,Singapur,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",250456
8003354,12.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,3A225,2824
8003370,12.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,26416.4
8003373,12.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,4156.4
8003371,12.06.2015,Österreich,National kontrollierte Güter,Ausfuhr,5.1,648.05
8003372,12.06.2015,Österreich,National kontrollierte Güter,Ausfuhr,5.1,601.75
8003375,12.06.2015,Lettland,"Besondere militärische Güter
Besondere militärische Güter",Ausfuhr,"ML01.d
ML01.d",3070
8003375,12.06.2015,Lettland,Besondere militärische Güter,Ausfuhr,ML01,750
8003376,12.06.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.1,122.5
8003376,12.06.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.1,148.3
8003376,12.06.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.1,1156.3
8003376,12.06.2015,Mexiko,National kontrollierte Güter,Ausfuhr,5.1,739.1
8003378,12.06.2015,Indonesien,National kontrollierte Güter,Ausfuhr,5.1,127419.75
8003378,12.06.2015,Indonesien,National kontrollierte Güter,Ausfuhr,5.1,252517.5
8003305,12.06.2015,Saudi-Arabien,National kontrollierte Güter,Ausfuhr,5.2,500000
8002977,12.06.2015,Pakistan,Dual Use Güter,Ausfuhr,5A001.h,81284
8003387,15.06.2015,Indonesien,Dual Use Güter,Ausfuhr,3A225,9249
8003388,15.06.2015,Iran,Sanktionsgüter,Ausfuhr,III.A1.003,1
8003392,15.06.2015,Chile,National kontrollierte Güter,Ausfuhr,5.1,7999
8003394,15.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05,40000
8003394,15.06.2015,Schweiz,Besondere militärische Güter,Ausfuhr,ML05.b,26000
8003401,16.06.2015,Mexiko,Dual Use Güter,Ausfuhr,3A225,4068
8003405,16.06.2015,Singapur,Dual Use Güter,Ausfuhr,2B350.e2,80000
8003411,16.06.2015,Kanada,National kontrollierte Güter,Ausfuhr,5.1,330
8003402,16.06.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a
2B001.a",500000
8003402,16.06.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.a
2B001.a",500000
8003413,16.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,6A005.a6a,329903
8003409,16.06.2015,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b2
2B201.a1",394976.5
8003410,16.06.2015,Grossbritannien,Besondere militärische Güter,Ausfuhr,ML10,4680
8003399,16.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2B201.a1,206538
8003384,16.06.2015,Indonesien,Dual Use Güter,Ausfuhr,3A001.a2c,94870
8003423,16.06.2015,"China, Volksrepublik",Dual Use Güter,Ausfuhr,2D002,18618.9
8003426,16.06.2015,Slowenien,Dual Use Güter,Ausfuhr,3A228.c,49669
8003420,16.06.2015,Frankreich,"Dual Use Güter
Dual Use Güter",Ausfuhr,"2B001.b
2B201.a",385096
8003422,17.06.2015,"China, Taiwan",Dual Use Güter,Ausfuhr,2D002,36494.15
